Sr. No.,Content ID,User ID,Category,Type,Datetime,Sentiments,Score
345,8f640e2f-27bc-46cc-a43a-f750e357fc35,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,Soccer,Disgust,1/3/21 1:25,Negative,0
346,f2143553-d9cd-4d8d-8276-98557a0054af,80e03bc0-fc8f-475b-a4dd-870844b7a313,Cooking,Indifferent,1/11/21 9:36,Neutral,20
347,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,1ebc46fa-edd3-4dec-bb45-c124daf83512,Technology,Interested,11/14/20 15:48,Positive,30
348,54acd843-1e09-4b30-a80a-b9e0295ff269,94bf7864-a52e-405e-a729-9702bf79c234,Tennis,Scared,7/27/20 9:55,Negative,15
349,972b6e82-421f-43f6-905c-2168933de18f,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,Animals,Worried,5/7/21 4:02,Negative,12
350,f6c9e663-620c-4d18-9494-7eea83fbf4b7,df1e7940-d514-40aa-af3a-e742792c4b5e,Animals,Intrigued,10/3/20 18:43,Positive,45
351,78c7c5a7-5de4-469e-8460-49e8e491bde6,c3988ef2-7e28-4db7-8981-c69f61a3bfce,Public Speaking,Want,9/16/20 23:35,Positive,70
352,d75016e9-9817-47e7-a2f9-dbfae392d3d6,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,Culture,Adore,3/23/21 15:04,Positive,72
353,567ddaca-f9aa-4e53-b9b7-b745a1ac0c95,e8c9386c-8fbc-40cc-9587-ccb912ec5c10,Culture,Worried,6/11/21 20:28,Negative,12
354,46bd9a52-6547-457f-87fa-0e434e5bc61c,b9480379-4b96-412c-8dca-96fff9ae81a3,Fitness,Like,9/30/20 20:55,Positive,50
355,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,20d507a0-fdba-4c04-a30c-bd18273accdc,Culture,Interested,4/21/21 7:26,Positive,30
356,501b2f88-999b-4ad9-b2f5-4b9c36a31259,b726d35b-6345-4ed9-8431-fc75e38ba179,Cooking,Indifferent,4/18/21 0:13,Neutral,20
357,df15da28-c038-4d0c-a63a-eac77f650ee3,168e6d97-0b9c-45d0-ba57-cabc8c60d428,Tennis,Heart,11/19/20 8:10,Positive,60
358,0da2523f-acc4-4687-9844-45eaa5e90c65,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,Technology,Adore,11/9/20 17:59,Positive,72
359,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,80c9ce48-46f9-4f5e-b3ca-3b698fc2e949,Healthy Eating,Indifferent,5/1/21 17:43,Neutral,20
360,b6ecb09e-a706-4589-bb75-70cb1cc590eb,e32722f4-69b1-4aff-b13b-8928ea08fd6a,Culture,Indifferent,8/29/20 21:37,Neutral,20
361,23a1f257-2f17-4e67-aec1-626c77d73216,af647535-dae8-4ca3-9203-bf4bfc607ffe,Studying,Adore,1/28/21 12:44,Positive,72
362,02ba5af1-784a-44cc-ae3a-14833c4a2237,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,Healthy Eating,Dislike,1/4/21 21:21,Negative,10
363,c84f903e-32ae-4ce1-b66b-d876439fccf5,b473e898-b7b0-4a57-959d-484bf4cc4483,Healthy Eating,Super Love,7/4/20 22:35,Positive,75
364,86f4e4df-636a-48f5-bb66-03ea4fd00214,b1ceae0c-016d-421f-a6f0-488a7857f9f6,Veganism,Disgust,5/6/21 18:38,Negative,0
365,f04de5da-e42f-4d89-a79a-3dff16f7d422,289044c8-e74c-4814-898a-b3b5eba6e46e,Studying,Super Love,8/21/20 20:36,Positive,75
366,b27bfcfe-64df-499e-b60f-f93d2200c589,8af596f3-c67c-4f40-a0cc-e258e730a8f5,Soccer,Worried,4/26/21 3:13,Negative,12
367,91f7585b-c756-475b-9f21-877d7c48b579,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,Soccer,Scared,9/22/20 23:36,Negative,15
368,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,330ded4b-db65-485a-80a4-6b3bffd33067,Culture,Want,8/25/20 4:16,Positive,70
369,800f467b-53a3-4d20-9342-51fe4fa36ebb,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,Food,Cherish,11/21/20 4:45,Positive,70
370,b07a2298-7c03-49b3-a0a6-c65333847598,ad4bd878-55e7-487c-a4db-470b23bbd832,Culture,Adore,11/12/20 17:58,Positive,72
371,38a50d44-5a3d-41c1-bf46-58638def9442,a8d09ab9-44c6-493c-afdf-93888822a4b0,Fitness,Heart,12/1/20 13:43,Positive,60
372,0d165485-5aa6-4b45-a18a-9449293727a2,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,Technology,Hate,8/1/20 2:59,Negative,5
373,45d2d284-1830-45a3-8c9d-95f8bdec3202,3c45659f-e24d-4b0d-8210-0b7704ea1ac6,Studying,Cherish,11/18/20 3:01,Positive,70
374,2dcf2359-f366-46a4-8ac0-14229d056bb3,85eca06e-b8db-4fd9-b083-da47572c40b2,Studying,Love,4/7/21 3:16,Positive,65
375,f7c26d94-b7c6-45a0-b882-354d8d89c2af,7d624010-a0e7-455b-a606-48c5c467dd80,Science,Cherish,2/4/21 11:44,Positive,70
376,b8368fca-8fe3-4768-beed-5056cff63c23,48e26178-5cdd-4568-9990-d3bc5937910b,Technology,Want,4/8/21 10:27,Positive,70
377,29d7781c-9302-4269-91f3-c23afb33467a,3ae50cc3-39cc-440a-8e31-3215011f2762,Public Speaking,Indifferent,12/12/20 21:41,Neutral,20
378,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,Education,Super Love,8/25/20 13:10,Positive,75
379,4df372b3-ed9d-41ef-b33d-b576ec383dfc,47def058-01cc-478f-9830-eaddcccac633,Dogs,Peeking,4/9/21 15:50,Neutral,35
380,93081b1a-4446-438a-a0d7-fbcedc3c992d,3efc3621-873a-4b80-a0cb-27e531d600be,Soccer,Interested,1/1/21 7:43,Positive,30
381,f361cc99-64f0-4a7c-ad49-945ff01abaa6,40f15350-9ac3-4b6c-83c3-51cc7945dd01,Dogs,Want,10/21/20 5:21,Positive,70
382,fc346df4-d165-4ed0-8d43-a6896daf908e,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,Public Speaking,Interested,12/9/20 17:56,Positive,30
383,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,987b33de-7307-48c1-b34a-6c6806d7af67,Animals,Heart,12/9/20 5:00,Positive,60
384,64b9d086-2fd4-46d0-a19d-848572029de1,e57c1d53-11ce-4df6-bb4b-85647776fd6d,Healthy Eating,Want,1/4/21 4:50,Positive,70
385,def0559c-73c2-48f9-b85d-0c807659207f,8dda1a41-9e57-4944-bd36-18c0ac343b13,Animals,Love,11/1/20 18:59,Positive,65
386,362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,db0066e1-83cc-43f3-990b-983010aa5370,Technology,Intrigued,12/20/20 11:41,Positive,45
387,77b49477-2f3c-455a-b8f1-09ec2e553174,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,Cooking,Like,5/7/21 16:28,Positive,50
388,1413f582-4261-4037-93bd-7356b0e9e017,2dd186bb-7a28-4e80-99c7-f1936afc7b49,Veganism,Adore,6/27/20 8:51,Positive,72
389,d4813cf8-87d5-421e-81f7-c5d43c25c62a,54a8e072-5369-4122-9189-43b55e1a4ba2,Technology,Indifferent,5/21/21 5:18,Neutral,20
390,b4871080-6bb7-4056-82a9-d8015d7b76e8,5897490a-0aaa-49c9-b63e-0da83088e3e0,Education,Cherish,2/18/21 3:46,Positive,70
391,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,9be473d9-cfdf-4954-bae2-09b0555a8ebb,Healthy Eating,Indifferent,9/2/20 5:36,Neutral,20
392,8477eb49-08fd-44c3-a238-a13ee8cc5be8,95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,Food,Disgust,4/15/21 0:06,Negative,0
393,b85e1b0d-1018-4a65-a709-4ac5323e06d9,3efc3621-873a-4b80-a0cb-27e531d600be,Fitness,Intrigued,4/5/21 23:43,Positive,45
394,d826807d-be79-402e-a55a-baf08df8212d,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,Science,Peeking,10/5/20 16:43,Neutral,35
395,fbd8f70d-d62d-42e8-9508-9f5815ab578c,a559688e-3f10-436f-a25e-8ad553eacb89,Education,Hate,10/20/20 2:02,Negative,5
396,6dbd153c-5b69-4ffb-a869-6285fb0c764d,de39bbda-66a8-4c52-835a-7a104cf7f081,Technology,Disgust,8/15/20 9:12,Negative,0
397,fea9077f-2fe7-43bd-aaef-dc2619988d94,69527334-c362-47df-87fc-5e2b5e2605e5,Culture,Scared,7/30/20 4:29,Negative,15
398,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,b0c22f82-b882-4394-bf27-6dfadf26e5c2,Animals,Dislike,5/30/21 19:45,Negative,10
399,88cbf75c-79f0-42cb-8733-af670f39d6e0,b473e898-b7b0-4a57-959d-484bf4cc4483,Animals,Hate,3/17/21 0:36,Negative,5
400,58e8f463-aee3-46bb-81bb-a49ed8de8b04,b7b551bd-8cdd-44f3-aef8-29bf82b51535,Technology,Peeking,5/10/21 5:29,Neutral,35
401,218838d8-52f4-4608-a1ba-d8988cc3d029,d71363d5-6468-44b0-b641-94c4776bce98,Food,Hate,1/14/21 14:22,Negative,5
402,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,55380131-13c6-4a5c-8826-ead0ea8895cc,Science,Hate,7/7/20 3:26,Negative,5
403,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,47def058-01cc-478f-9830-eaddcccac633,Travel,Scared,4/6/21 21:39,Negative,15
404,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,9e9cf8e7-6731-47da-bc0f-3a487e835586,Technology,Heart,11/27/20 18:11,Positive,60
405,ac63258d-9d7d-4167-934e-48b3f3c43fa9,084eb113-0d87-4ae5-891b-2ec7f1e194a8,Tennis,Interested,5/4/21 14:13,Positive,30
406,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,286516cf-d236-40de-8d28-7d0bd173125d,Public Speaking,Want,2/28/21 5:27,Positive,70
407,d200b97e-f661-4502-80d1-1e458816d558,23cc47ff-e5cd-4915-828d-258aefce5a14,Science,Adore,4/30/21 22:33,Positive,72
408,7f9423ac-89b4-4a9a-9747-76e8dd533e81,3a80467c-0f1f-49ca-b904-1938ea2177a9,Education,Disgust,5/7/21 6:14,Negative,0
409,6b09861c-712e-46e6-a2a5-72e4b3878767,4fe1900d-5e78-41a3-88ed-18e6889c6c77,Studying,Heart,8/16/20 22:11,Positive,60
410,4c009116-c94a-4633-83fb-956565358565,6fd58dea-315a-4ab2-8023-424a6ff455cd,Soccer,Peeking,2/9/21 16:18,Neutral,35
411,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,9ed68c70-13fd-4346-808f-2665943c46d6,Tennis,Adore,1/23/21 19:41,Positive,72
412,763560f8-e3c4-4dec-a40c-411c22d05c7b,571d7193-a3e6-4909-b25c-e891fc126f31,Food,Interested,7/30/20 13:07,Positive,30
413,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,10f311c3-f547-4260-8c0e-a155008b7936,Animals,Adore,9/16/20 8:45,Positive,72
414,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,f5d9a26e-986d-4d8e-a1c9-69493fb64736,Dogs,Indifferent,3/14/21 23:55,Neutral,20
415,9531f7f8-d0cc-4e42-9cbb-94d93692653f,72d2587e-8fae-4626-a73d-352e6465ba0f,Soccer,Worried,9/9/20 11:27,Negative,12
416,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,Healthy Eating,Dislike,2/18/21 6:46,Negative,10
417,09bb0893-a05b-49bc-95ec-1e158577bf13,11f207c2-0113-47e5-aa9a-df2c7b91ac75,Healthy Eating,Heart,6/25/20 18:01,Positive,60
418,c323d478-30a2-4140-a2ba-935a37b2ec10,f0ef81ec-85b1-4475-ae60-aa7d373088aa,Cooking,Love,2/18/21 11:58,Positive,65
419,e409d5be-a02d-4688-9869-eb940fe1e133,002cd824-10f2-447c-8d1c-940325a1cdf4,Public Speaking,Super Love,8/26/20 12:44,Positive,75
420,bd656a40-09c1-4219-8210-e667136e3734,132b1407-16fa-48f8-8112-3e426974bbb7,Culture,Disgust,1/2/21 20:54,Negative,0
421,28fbf4cf-c354-418c-8672-b7f2fee75b00,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,Culture,Heart,11/10/20 0:51,Positive,60
422,5ecad91d-3e8f-4a9e-9473-c3db5f2ab72f,cbc99939-e6a6-4269-9819-bffce6f38751,Public Speaking,Cherish,9/5/20 20:20,Positive,70
423,2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,72f7f84c-5bcc-4380-81cd-3378ce0a1b32,Healthy Eating,Interested,11/9/20 6:50,Positive,30
424,57528f91-7b0d-4120-acaf-82ee87f6df7d,b1ceae0c-016d-421f-a6f0-488a7857f9f6,Education,Cherish,11/15/20 22:23,Positive,70
425,a82b8250-08aa-47a5-97c4-19f30f236179,acfcd174-178c-4af3-8118-5be702fb80cf,Culture,Adore,11/22/20 15:22,Positive,72
426,bde82663-7be3-453d-afc2-539202df27c3,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,Tennis,Worried,6/24/20 21:09,Negative,12
427,4e7535a7-4547-4da5-952e-607442ebed79,a81378a5-58de-4631-b2b1-3eca765f68c6,Dogs,Want,5/31/21 1:37,Positive,70
428,5444a751-c58b-456a-9fc9-1e4f292f2920,b596e7d8-dd3f-4125-8b99-4bf2283657cd,Cooking,Like,12/28/20 3:49,Positive,50
429,4c598198-bd8b-4b86-8440-b8ecba62abe7,9be473d9-cfdf-4954-bae2-09b0555a8ebb,Technology,Super Love,2/10/21 21:40,Positive,75
430,1157961e-120e-4b2d-8fb2-705433ed9918,2129de92-ee91-425f-a854-07c553ee0b74,Veganism,Heart,11/29/20 13:13,Positive,60
431,1f0ed2b8-8531-416f-b694-a40a63f378a0,1932a904-86ba-4438-bb52-b7e6516a4019,Animals,Like,3/2/21 8:06,Positive,50
432,65304022-f925-48f0-9dfc-436578f22c77,374634b7-aead-4f2f-9303-c15f456c4094,Soccer,Like,6/3/21 12:55,Positive,50
433,754eb96d-65d0-416b-aec4-4ba35836157d,0ce03276-e538-4c96-bcae-9844fb0628ac,Tennis,Indifferent,10/2/20 9:30,Neutral,20
434,c0ea9b69-639e-42fe-8aa5-67f46036a17c,69f2735b-eee6-4fc1-a934-b31c20beb780,Animals,Like,6/14/21 22:49,Positive,50
435,476e3ce0-3291-4c77-b3a3-deabee114efc,3eb6dad3-c017-4e77-8920-fbdea84b0acc,Healthy Eating,Worried,10/24/20 3:52,Negative,12
436,83d08b29-6cdc-436c-89a6-20c3d60f7e73,f11e8adf-a550-4e7a-ab81-dbccd952dff8,Soccer,Hate,7/30/20 9:57,Negative,5
437,ae909545-786e-4089-9ef3-61c3c9fd3efd,9e9cf8e7-6731-47da-bc0f-3a487e835586,Education,Interested,2/9/21 15:56,Positive,30
438,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,78703a69-8edc-458f-b0fc-85d96501dcdc,Tennis,Like,8/20/20 3:06,Positive,50
439,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,79acce4b-b991-4a68-b762-d496686a4f32,Technology,Super Love,2/11/21 18:42,Positive,75
440,b9bfb48f-a6b6-4c15-869a-1acceea04fca,f25dc445-de4a-47ee-92a4-0ff29c56656d,Soccer,Intrigued,11/16/20 6:33,Positive,45
441,3ac5929e-9d68-4ec5-ba6f-a018d3d4da41,9be473d9-cfdf-4954-bae2-09b0555a8ebb,Tennis,Worried,5/26/21 8:55,Negative,12
442,674507f9-c555-4876-89c7-c06b6db561c0,4c731e48-0377-4d7d-b4c8-b2174b774ed8,Animals,Disgust,4/1/21 18:15,Negative,0
443,e6193423-0d30-4439-884a-ea22fea68522,b1954833-b6a5-4c6c-9709-80686b7768c4,Dogs,Interested,7/6/20 14:47,Positive,30
444,dd7069e3-d0ad-4599-b159-032267fd5008,168e6d97-0b9c-45d0-ba57-cabc8c60d428,Public Speaking,Intrigued,8/23/20 16:15,Positive,45
445,732e236f-f063-42b6-b5c1-24938385a126,b596e7d8-dd3f-4125-8b99-4bf2283657cd,Education,Cherish,11/21/20 0:51,Positive,70
446,aeff2a7a-2cc8-407a-8557-fa4e96b2425a,f02267ef-8974-43f5-9a2f-03d2c8ec22ca,Tennis,Adore,8/2/20 9:23,Positive,72
447,6fd589e8-53ab-4345-896a-f428a92fcbe6,561b08d6-1084-4115-933d-db3e60edfd8b,Education,Scared,6/3/21 13:19,Negative,15
448,1c77e474-0cc6-40ac-b48b-cbc511bffc77,f9775602-43ab-4d54-ad93-7c9a489879bc,Healthy Eating,Hate,1/13/21 0:01,Negative,5
449,bcd3702f-c27e-48ce-889b-63f765f498ef,e32722f4-69b1-4aff-b13b-8928ea08fd6a,Education,Cherish,5/6/21 16:33,Positive,70
450,10baeb43-5bb2-49df-9644-f91a3c77725a,49f49bcf-17fe-4edd-990d-16c3d1df931b,Food,Disgust,8/20/20 1:42,Negative,0
451,f24f469f-53f1-4901-b6c5-18827ae0a103,6eb62858-f6f3-4846-8054-52df483979de,Culture,Want,12/11/20 8:08,Positive,70
452,2ea5611f-f6e0-4696-9153-cda8d2b9a2a3,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,Technology,Indifferent,2/27/21 12:02,Neutral,20
453,06a70268-f59a-44b4-8ccc-6c8e6625a491,9a5c1dcc-d26b-4303-b487-3075e7d34e02,Tennis,Worried,5/4/21 8:46,Negative,12
454,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,6fd58dea-315a-4ab2-8023-424a6ff455cd,Animals,Want,9/9/20 8:31,Positive,70
455,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,72d2587e-8fae-4626-a73d-352e6465ba0f,Food,Adore,10/28/20 18:06,Positive,72
456,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,Healthy Eating,Dislike,4/24/21 2:54,Negative,10
457,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,Public Speaking,Dislike,4/3/21 13:26,Negative,10
458,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,e8493c32-7f6f-4e57-a691-cf0df6f015c9,Public Speaking,Love,12/29/20 6:44,Positive,65
459,2e84726a-e69f-44e8-ac0f-c4a31516e342,19fa2bc2-96ab-45b6-99de-1995c2bee330,Dogs,Want,10/13/20 8:14,Positive,70
460,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,30be2156-59d1-451e-beea-1a3690200a2b,Travel,Want,5/27/21 18:30,Positive,70
461,4d510edc-7c08-4524-a14d-f36f3b710020,92b87fa5-f271-43e0-af66-84fac21052e6,Fitness,Want,10/11/20 7:33,Positive,70
462,4fd0ef9a-008d-4b61-9a78-4b0257281140,f5d9a26e-986d-4d8e-a1c9-69493fb64736,Technology,Cherish,12/22/20 16:28,Positive,70
463,6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,Technology,Like,6/2/21 19:57,Positive,50
464,76898916-4024-4c32-909b-dd240879d76a,24789387-968b-425a-8836-14e243cda16c,Animals,Worried,12/26/20 12:51,Negative,12
465,8204e4bd-c544-4a18-ac0d-6f5289957cdf,8f41c07f-db4f-44f3-ae81-1f99cee047eb,Dogs,Indifferent,1/8/21 1:41,Neutral,20
466,301cfd14-3e4f-4058-b253-c591ef150888,cf34e8ee-f508-47bc-baa1-bcc576e1084d,Veganism,Disgust,11/30/20 13:57,Negative,0
467,56a3156c-41e0-4b35-8e6d-947961b3af5b,6978b891-dea2-4217-8bc8-47d5aa25e743,Fitness,Peeking,9/24/20 15:57,Neutral,35
468,fd060448-7b3e-4626-b3ca-44bfe764e26f,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,Cooking,Disgust,10/28/20 19:55,Negative,0
469,60223ac7-2fa4-4bba-8156-1d90b367e21a,163daa38-8b77-48c9-9af6-37a6c1447ac2,Public Speaking,Adore,5/28/21 9:58,Positive,72
470,74c85e37-5017-462e-bee2-2769db7a17c1,41b0ee09-2868-4c4b-a22d-b533a7fa46af,Healthy Eating,Super Love,5/5/21 8:34,Positive,75
471,79f1b9b4-b21b-4abd-802a-811540cbc845,007a1366-a46f-40f1-9ba5-01245aeaf20f,Travel,Hate,7/18/20 3:10,Negative,5
472,af373863-f9df-4330-b423-d2b802b30d6e,b473e898-b7b0-4a57-959d-484bf4cc4483,Food,Cherish,7/11/20 2:54,Positive,70
473,6380e982-07ac-4d21-bd23-cec0bcfa1ff9,1582dac6-ebec-43ed-a34a-1a202ca72627,Soccer,Intrigued,2/23/21 4:36,Positive,45
474,b13bec8c-4469-4cc8-8650-7057eb95d3ee,f25dc445-de4a-47ee-92a4-0ff29c56656d,Travel,Disgust,1/29/21 8:16,Negative,0
475,43450a12-1e4c-4a17-a846-9d8768984051,bbef3be1-172e-44bb-be3b-013140707ecf,Animals,Cherish,2/22/21 23:46,Positive,70
476,7913b30d-19fd-4900-8a68-ce141192b3ec,5d454588-283d-459d-915d-c48a2cb4c27f,Cooking,Intrigued,3/10/21 21:03,Positive,45
477,c5e2d733-94b9-4259-85e8-6fb7a95a1887,bfe23c39-f814-4282-b0f7-506cd8295b8a,Tennis,Interested,7/25/20 9:43,Positive,30
478,e3cd0095-28c9-4f10-b04c-77b4e38bb85a,104c4dcb-70d5-4d87-b5b5-8b67205891fe,Technology,Indifferent,8/24/20 4:57,Neutral,20
479,b7983f99-c4c7-455b-a120-b144101449ad,f4ed8f9c-5eac-4d77-a206-c60afda2921a,Dogs,Indifferent,11/19/20 5:31,Neutral,20
480,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,b473e898-b7b0-4a57-959d-484bf4cc4483,Tennis,Cherish,8/6/20 9:59,Positive,70
481,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,bcdf88dc-2a52-4716-bc24-a1b46040c8ce,Food,Indifferent,4/12/21 14:03,Neutral,20
482,c82d3a99-3d11-407d-9648-9f9560f40d7f,17bc2431-754a-46e8-81e2-32820d3fc612,Travel,Disgust,12/11/20 15:41,Negative,0
483,cad48d10-3ad3-4bf0-bee5-330783eb8532,6178d76a-af2e-4453-93ee-02ca23ed3fdc,Soccer,Worried,12/11/20 14:13,Negative,12
484,52995b7c-6f2d-469c-a331-596323e6ad67,23483ddd-e43e-4c5f-a1b7-5392410aa8d1,Science,Like,1/19/21 18:06,Positive,50
485,888660b0-7dd8-4983-858a-101cd03d392b,77908afa-eff6-49a9-b042-04fff799a0ff,Science,Heart,11/7/20 15:04,Positive,60
486,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,1ee25417-3648-4220-9b8f-fc82d1ef450c,Studying,Scared,5/26/21 5:05,Negative,15
487,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,Animals,Cherish,11/5/20 10:04,Positive,70
488,145ed259-6151-4021-bc13-a0b5482e5bd8,6f2e20b4-5d7f-4345-b5a1-71a768ab8050,Technology,Disgust,12/10/20 16:21,Negative,0
489,19f998c4-270b-489d-bea6-ae161d301923,330ded4b-db65-485a-80a4-6b3bffd33067,Travel,Like,6/16/21 19:25,Positive,50
490,2073855c-fab2-41ee-ad15-d4269b2ac4bd,6053d7e5-47da-4156-8b7c-dacf23a0e660,Education,Love,3/9/21 13:50,Positive,65
491,3af75639-bdaf-4461-b630-d212e7fb4f30,11f207c2-0113-47e5-aa9a-df2c7b91ac75,Education,Super Love,9/23/20 0:17,Positive,75
492,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,9fbae7e6-65a9-4753-8db9-5f7855b6a540,Studying,Indifferent,11/3/20 0:45,Neutral,20
493,73fde78d-7908-4406-8377-747873ecd29a,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,Studying,Hate,2/3/21 18:09,Negative,5
494,d6c98c19-5733-47fd-9b03-e4574fbe4220,9fb4ce88-fac1-406c-8544-1a899cee7aaf,Travel,Adore,8/18/20 12:53,Positive,72
495,0ce7392d-5c20-4ffa-a42f-767f51e9b466,f86853a2-acda-4319-a50c-03f014248042,Travel,Worried,6/19/20 1:54,Negative,12
496,0646f8f9-e558-4893-bb28-2228eb0c9323,13f0db8a-152a-496f-a6e8-1ed6a90b8788,Fitness,Adore,5/5/21 1:59,Positive,72
497,ed28489e-90b0-4daa-a1fa-22170cdc89d5,2bd9c167-e06c-47c1-a978-3403d6724606,Veganism,Worried,5/3/21 14:07,Negative,12
498,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,cfe50481-7c50-48fa-97fa-89b6f137e1bd,Culture,Cherish,5/24/21 17:09,Positive,70
499,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,b3e73328-3638-4913-b7ae-3a6a64c1cd62,Travel,Disgust,5/3/21 11:32,Negative,0
500,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,0a1cde57-79ab-4c61-b664-1d3b290b43cf,Travel,Intrigued,10/18/20 16:06,Positive,45
501,69ce055c-e0bd-46c5-b856-bf2254d1c490,2ab641a8-6ad4-4d1a-8511-d87ff5346773,Healthy Eating,Cherish,4/22/21 0:14,Positive,70
502,2d7084fb-b457-4813-829f-73911025eeaa,bfe23c39-f814-4282-b0f7-506cd8295b8a,Cooking,Heart,7/11/20 14:42,Positive,60
503,ab07c995-56e6-462c-9325-bd4a2ffd8c39,55380131-13c6-4a5c-8826-ead0ea8895cc,Tennis,Like,11/1/20 8:50,Positive,50
504,8a5dddcf-dda6-4715-a804-10d98cbf8fdc,2c32ac39-926d-4473-801f-5733222ad74f,Education,Interested,11/25/20 4:23,Positive,30
505,360df5a1-8118-4972-a5d0-27033dba1f1c,55380131-13c6-4a5c-8826-ead0ea8895cc,Fitness,Like,7/1/20 10:14,Positive,50
506,985f4b4f-de40-4a4e-a090-01e100be42e9,0ce03276-e538-4c96-bcae-9844fb0628ac,Travel,Hate,1/31/21 18:19,Negative,5
507,585c17a5-df96-4a6d-b144-a499e0469546,acbac577-54c9-4476-af3c-a3241a3f4a19,Healthy Eating,Dislike,6/17/21 21:53,Negative,10
508,8ed94c6d-bcb3-460c-aa5f-69199d2495e5,392bf6a1-dd73-48a5-9fd9-431749f2a8ef,Soccer,Super Love,2/6/21 2:10,Positive,75
509,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,Fitness,Indifferent,1/21/21 15:48,Neutral,20
510,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,Fitness,Peeking,3/16/21 4:59,Neutral,35
511,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,87026ce7-fd0b-4b57-9126-d4bae2c1ee0e,Travel,Interested,1/4/21 22:26,Positive,30
512,41e6d775-b5ca-4d6c-8f50-66ac3c92a300,7240bf9b-7424-4c04-aab1-1d7aa39964d9,Veganism,Peeking,12/4/20 3:40,Neutral,35
513,a8e72f75-bebc-42b4-a3c7-deb8a2412878,92423e9a-4e8c-49bc-be75-c819912696ce,Technology,Adore,7/17/20 9:22,Positive,72
514,de61a447-bbf0-477e-9743-71031d59bbf8,18421d97-6f86-4d21-a7b1-dcc57dd8be76,Studying,Like,5/7/21 3:01,Positive,50
515,bceb7f2d-6afe-45fc-88b1-4d4c8f597cf8,94bf7864-a52e-405e-a729-9702bf79c234,Technology,Indifferent,8/5/20 2:39,Neutral,20
